bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0751	2121121	senate	1663860	2026-03-16	34-0	1	0	4	107	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding a sales and use tax rebate for certain developers of certain retail complexes.	SALES AND USE TAX -- Amends existing law to revise provisions regarding a sales and use tax rebate for certain developers of certain retail complexes.	out-of-gate:not-divided	
H0752	2122294	house	1663815	2026-03-16	54-15	1	0	4	263	Read Third Time in Full -- PASSED 54-15-1	Adds to existing law to prohibit a person from entering a restroom or changing room of the opposite sex, to provide a penalty, and to provide exceptions.	INDECENCY AND OBSCENITY -- Adds to existing law to prohibit a person from entering a restroom or changing room of the opposite sex, to provide a penalty, and to provide exceptions.	batched:batch-05	imported in batch-05
H0752	2122294	senate	1671823	2026-03-27	28-7	1	0	4	263	Read third time in full -- PASSED 28-7-0	Adds to existing law to prohibit a person from entering a restroom or changing room of the opposite sex, to provide a penalty, and to provide exceptions.	INDECENCY AND OBSCENITY -- Adds to existing law to prohibit a person from entering a restroom or changing room of the opposite sex, to provide a penalty, and to provide exceptions.	batched:batch-05	imported in batch-05
H0758	2123222	house	1673741	2026-03-31	59-3	2	1	5			Amends existing law to provide for supervision requirements while a child is sleeping and to establish an exception regarding children to be counted in attendan	DAYCARE LICENSING -- Amends existing law to provide for supervision requirements while a child is sleeping and to establish an exception regarding children to be counted in attendance at a daycare.	out-of-gate:not-enacted	
H0758	2123222	senate	1673283	2026-03-30	28-7	1	1	5		Read third time as amended in the Senate -- PASSED 28-7-0	Amends existing law to provide for supervision requirements while a child is sleeping and to establish an exception regarding children to be counted in attendan	DAYCARE LICENSING -- Amends existing law to provide for supervision requirements while a child is sleeping and to establish an exception regarding children to be counted in attendance at a daycare.	out-of-gate:not-enacted	
H0760	2123257	house	1657776	2026-03-09	39-28	1	0	2		Read Third Time in Full -- PASSED 39-28-3	Amends existing law to revise provisions regarding a certain property tax exemption for low-income housing.	TAXATION -- Amends existing law to revise provisions regarding a certain property tax exemption for low-income housing.	out-of-gate:not-enacted	
H0760	2123257	senate	1668890	2026-03-24	17-17	1	0	2		Read third time in full -- FAILED 17-17-1 Tie vote	Amends existing law to revise provisions regarding a certain property tax exemption for low-income housing.	TAXATION -- Amends existing law to revise provisions regarding a certain property tax exemption for low-income housing.	out-of-gate:not-enacted	
H0761	2124465	house	1657436	2026-03-09	65-0	1	0	4	184		Amends and repeals existing law to provide for the consolidation of the Idaho STEM Action Center into the Workforce Development Council.	WORKFORCE DEVELOPMENT COUNCIL -- Amends and repeals existing law to provide for the consolidation of the Idaho STEM Action Center into the Workforce Development Council.	out-of-gate:not-divided	
H0761	2124465	senate	1668176	2026-03-23	33-0	1	0	4	184	Read third time in full -- PASSED 33-0-2	Amends and repeals existing law to provide for the consolidation of the Idaho STEM Action Center into the Workforce Development Council.	WORKFORCE DEVELOPMENT COUNCIL -- Amends and repeals existing law to provide for the consolidation of the Idaho STEM Action Center into the Workforce Development Council.	out-of-gate:not-divided	
H0762	2124279	house	1649913	2026-03-02	62-4	1	0	4	122	Read Third Time in Full -- PASSED 62-4-4	Amends existing law to revise provisions regarding public charter school admission procedures.	EDUCATION -- Amends existing law to revise provisions regarding public charter school admission procedures.	out-of-gate:not-divided	
H0762	2124279	senate	1664811	2026-03-17	30-4	1	0	4	122	Read third time in full -- PASSED 30-4-1	Amends existing law to revise provisions regarding public charter school admission procedures.	EDUCATION -- Amends existing law to revise provisions regarding public charter school admission procedures.	out-of-gate:not-divided	
H0765	2124605	house	1657675	2026-03-09	59-9	1	0	4	197	Read Third Time in Full -- PASSED 59-9-2	Amends existing law to allow fire protection districts to enter into certain agreements to transfer territory and to allow certain taxing districts to be exempt	TAXING DISTRICTS -- Amends existing law to allow fire protection districts to enter into certain agreements to transfer territory and to allow certain taxing districts to be exempt from certain budget limitations.	out-of-gate:not-divided	
H0765	2124605	senate	1668991	2026-03-24	34-0	1	0	4	197	Read third time in full -- PASSED 34-0-1	Amends existing law to allow fire protection districts to enter into certain agreements to transfer territory and to allow certain taxing districts to be exempt	TAXING DISTRICTS -- Amends existing law to allow fire protection districts to enter into certain agreements to transfer territory and to allow certain taxing districts to be exempt from certain budget limitations.	out-of-gate:not-divided	
H0766	2124223	house	1657961	2026-03-09	39-27	1	0	4	203	Read Third Time in Full -- PASSED 39-27-4	Amends existing law to revise a definition regarding which governmental entities are authorized to adopt development impact fees.	DEVELOPMENT IMPACT FEES -- Amends existing law to revise a definition regarding which governmental entities are authorized to adopt development impact fees.	dropped:selection	narrows which local bodies may charge development impact fees while naming fire and ambulance districts; the two readings point opposite ways
H0766	2124223	senate	1668960	2026-03-24	24-9	1	0	4	203	Read third time in full -- PASSED 24-9-2	Amends existing law to revise a definition regarding which governmental entities are authorized to adopt development impact fees.	DEVELOPMENT IMPACT FEES -- Amends existing law to revise a definition regarding which governmental entities are authorized to adopt development impact fees.	dropped:selection	narrows which local bodies may charge development impact fees while naming fire and ambulance districts; the two readings point opposite ways
H0767	2124715	house	1657496	2026-03-09	51-15	1	0	2		Read Third Time in Full -- PASSED 51-15-4	Amends existing law to allow development impact fees to be used for certain costs associated with certain fire apparatus replacement.	DEVELOPMENT IMPACT FEES -- Amends existing law to allow development impact fees to be used for certain costs associated with certain fire apparatus replacement.	out-of-gate:not-enacted	
H0772	2124363	house	1655397	2026-03-05	68-0	1	0	4	293	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to provide for negligent violations.	INDUSTRIAL HEMP -- Amends existing law to provide for negligent violations.	out-of-gate:not-divided	
H0772	2124363	senate	1673754	2026-03-31	34-0	1	0	4	293	Read third time in full -- PASSED 34-0-1	Amends existing law to provide for negligent violations.	INDUSTRIAL HEMP -- Amends existing law to provide for negligent violations.	out-of-gate:not-divided	
H0773	2124333	house	1662032	2026-03-12	67-0	1	0	4	231	Read Third Time in Full -- PASSED 67-0-3	Amends and repeals existing law to remove obsolete provisions.	DEPARTMENT OF FINANCE -- Amends and repeals existing law to remove obsolete provisions.	out-of-gate:not-divided	
H0773	2124333	senate	1669910	2026-03-25	34-0	1	0	4	231	Read third time in full -- PASSED 34-0-1	Amends and repeals existing law to remove obsolete provisions.	DEPARTMENT OF FINANCE -- Amends and repeals existing law to remove obsolete provisions.	out-of-gate:not-divided	
H0774	2124576	house	1656400	2026-03-06	65-0	1	0	4	96	Read Third Time in Full -- PASSED 65-0-5	Repeals existing law to remove outdated or unnecessary provisions related to the Department of Fish and Game.	FISH AND GAME -- Repeals existing law to remove outdated or unnecessary provisions related to the Department of Fish and Game.	out-of-gate:not-divided	
H0774	2124576	senate	1664798	2026-03-17	34-0	1	0	4	96	Read third time in full -- PASSED 34-0-1	Repeals existing law to remove outdated or unnecessary provisions related to the Department of Fish and Game.	FISH AND GAME -- Repeals existing law to remove outdated or unnecessary provisions related to the Department of Fish and Game.	out-of-gate:not-divided	
H0775	2124442	house	1662052	2026-03-12	68-0	1	0	2		Read Third Time in Full -- PASSED 68-0-2	Amends existing law to revise an exemption regarding motor vehicles.	JUDGMENTS IN CIVIL ACTIONS -- Amends existing law to revise an exemption regarding motor vehicles.	out-of-gate:not-enacted	
H0776	2124524	house	1665847	2026-03-18	49-18	1	0	4	276		Adds to existing law to provide for safety checks for children under one year of age.	CHILD PROTECTION -- Adds to existing law to provide for safety checks for children under one year of age.	batched:batch-05	imported in batch-05
H0776	2124524	senate	1673035	2026-03-30	27-8	1	0	4	276	Read third time in full -- PASSED 27-8-0	Adds to existing law to provide for safety checks for children under one year of age.	CHILD PROTECTION -- Adds to existing law to provide for safety checks for children under one year of age.	batched:batch-05	imported in batch-05
H0777	2124659	house	1649571	2026-03-02	65-1	1	0	4	90	Read Third Time in Full -- PASSED 65-1-4	Amends existing law to revise provisions regarding controlled substances.	UNIFORM CONTROLLED SUBSTANCES -- Amends existing law to revise provisions regarding controlled substances.	out-of-gate:not-divided	
H0777	2124659	senate	1664895	2026-03-17	34-0	1	0	4	90	Read third time in full -- PASSED 34-0-1	Amends existing law to revise provisions regarding controlled substances.	UNIFORM CONTROLLED SUBSTANCES -- Amends existing law to revise provisions regarding controlled substances.	out-of-gate:not-divided	
H0785	2125398	house	1657451	2026-03-09	65-0	1	0	4	174	Read Third Time in Full -- PASSED 65-0-5	Adds to existing law to establish provisions regarding inappropriate online behavior by students and to prescribe a process for student discipline by the school	EDUCATION -- Adds to existing law to establish provisions regarding inappropriate online behavior by students and to prescribe a process for student discipline by the school district or public charter school.	out-of-gate:not-divided	
H0785	2125398	senate	1668968	2026-03-24	32-1	1	0	4	174	Read third time in full -- PASSED 32-1-2	Adds to existing law to establish provisions regarding inappropriate online behavior by students and to prescribe a process for student discipline by the school	EDUCATION -- Adds to existing law to establish provisions regarding inappropriate online behavior by students and to prescribe a process for student discipline by the school district or public charter school.	out-of-gate:not-divided	
