bill	bill_id	chamber	roll_call_id	date	tally	rolls_in_chamber	engrossed_texts	status	chapter	question_from_history	title	description	disposition	reason
H0234	1971190	house	1502353	2025-02-28	68-0	1	0	4	80	Read Third Time in Full -- PASSED 68-0-2	Amends existing law to provide for wildland fire agency or association vehicles in the definition of vehicle.	MOTOR VEHICLE -- Amends existing law to provide for wildland fire agency or association vehicles in the definition of vehicle.	out-of-gate:not-divided	
H0234	1971190	senate	1512165	2025-03-10	35-0	1	0	4	80	Read third time in full -- PASSED 35-0-0	Amends existing law to provide for wildland fire agency or association vehicles in the definition of vehicle.	MOTOR VEHICLE -- Amends existing law to provide for wildland fire agency or association vehicles in the definition of vehicle.	out-of-gate:not-divided	
H0235	1971510	house	1502382	2025-02-28	57-11	1	0	4	172	Read Third Time in Full -- PASSED 57-11-2	Amends and adds to existing law to establish An Appeal to Heaven license plates.	TRANSPORTATION -- Amends and adds to existing law to establish An Appeal to Heaven license plates.	out-of-gate:not-divided	
H0235	1971510	senate	1525662	2025-03-24	26-8	1	0	4	172	Read third time in full -- PASSED 26-8-1	Amends and adds to existing law to establish An Appeal to Heaven license plates.	TRANSPORTATION -- Amends and adds to existing law to establish An Appeal to Heaven license plates.	candidate:unbatched	
H0236	1971168	house	1528043	2025-03-26	69-1	2	1	4	220	Read third time in full as amended in Senate -- PASSED 69-1-0	Amends existing law to revise provisions regarding denial of school attendance and denial of transfer enrollment applications.	EDUCATION -- Amends existing law to revise provisions regarding denial of school attendance and denial of transfer enrollment applications.	out-of-gate:not-divided	
H0236	1971168	senate	1522943	2025-03-20	35-0	1	1	4	220	Read third time as amended in the Senate -- PASSED 35-0-0	Amends existing law to revise provisions regarding denial of school attendance and denial of transfer enrollment applications.	EDUCATION -- Amends existing law to revise provisions regarding denial of school attendance and denial of transfer enrollment applications.	out-of-gate:not-divided	
H0239	1971023	house	1527846	2025-03-26	56-10	2	1	4	234		Amends and adds to existing law to establish provisions requiring permission for instruction addressing human sexuality.	EDUCATION -- Amends and adds to existing law to establish provisions requiring permission for instruction addressing human sexuality.	out-of-gate:not-divided	
H0239	1971023	senate	1526359	2025-03-25	29-6	1	1	4	234	Read third time as amended in the Senate -- PASSED 29-6-0	Amends and adds to existing law to establish provisions requiring permission for instruction addressing human sexuality.	EDUCATION -- Amends and adds to existing law to establish provisions requiring permission for instruction addressing human sexuality.	out-of-gate:not-divided	
H0240	1971330	house	1504827	2025-03-04	55-15	1	0	4	194	Read Third Time in Full -- PASSED 55-15-0	Adds to existing law to establish provisions for the protection of certain speech on college campuses.	EDUCATION -- Adds to existing law to establish provisions for the protection of certain speech on college campuses.	batched:batch-03	imported in batch-03
H0240	1971330	senate	1522226	2025-03-19	26-6	1	0	4	194	Read third time in full -- PASSED 26-6-3	Adds to existing law to establish provisions for the protection of certain speech on college campuses.	EDUCATION -- Adds to existing law to establish provisions for the protection of certain speech on college campuses.	out-of-gate:not-divided	
H0242	1971117	house	1512425	2025-03-10	66-0	1	0	4	195		Adds to existing law to provide for continuing education credits for certain primary care preceptors.	PRIMARY CARE PRECEPTORS -- Adds to existing law to provide for continuing education credits for certain primary care preceptors.	out-of-gate:not-divided	
H0242	1971117	senate	1522914	2025-03-20	35-0	1	0	4	195	Read third time in full -- PASSED 35-0-0	Adds to existing law to provide for continuing education credits for certain primary care preceptors.	PRIMARY CARE PRECEPTORS -- Adds to existing law to provide for continuing education credits for certain primary care preceptors.	out-of-gate:not-divided	
H0243	1971240	house	1521407	2025-03-19	55-7	2	1	4	185		Amends and repeals existing law to revise provisions regarding daycare licenses.	DAYCARE -- Amends and repeals existing law to revise provisions regarding daycare licenses.	superseded:last-roll-not-divided	
H0243	1971240	senate	1517990	2025-03-14	25-10	1	1	4	185	Read third time as amended in the Senate -- PASSED 25-10-0	Amends and repeals existing law to revise provisions regarding daycare licenses.	DAYCARE -- Amends and repeals existing law to revise provisions regarding daycare licenses.	candidate:unbatched	
H0245	1971276	house	1499312	2025-02-25	53-17	1	0	4	142	Read Third Time in Full -- PASSED 53-17-0	Amends existing law to revise provisions regarding extended and continued care and to revise provisions regarding relative foster care.	FOSTER CARE -- Amends existing law to revise provisions regarding extended and continued care and to revise provisions regarding relative foster care.	batched:batch-01	imported in batch-01
H0245	1971276	senate	1517421	2025-03-13	21-14	1	0	4	142	Read third time in full -- PASSED 21-14-0	Amends existing law to revise provisions regarding extended and continued care and to revise provisions regarding relative foster care.	FOSTER CARE -- Amends existing law to revise provisions regarding extended and continued care and to revise provisions regarding relative foster care.	batched:batch-01	imported in batch-01
H0246	1971418	house	1496132	2025-02-20	67-0	1	0	4	42	Read Third Time in Full -- PASSED 67-0-3	Relates to the appropriation to the Department of Commerce, Department of Environmental Quality, and the Department of Health and Welfare for fiscal year 2025.	APPROPRIATIONS -- Relates to the appropriation to the Department of Commerce, Department of Environmental Quality, and the Department of Health and Welfare for fiscal year 2025.	out-of-gate:not-divided	
H0246	1971418	senate	1506950	2025-03-05	33-0	1	0	4	42	Read third time in full -- PASSED 33-0-2	Relates to the appropriation to the Department of Commerce, Department of Environmental Quality, and the Department of Health and Welfare for fiscal year 2025.	APPROPRIATIONS -- Relates to the appropriation to the Department of Commerce, Department of Environmental Quality, and the Department of Health and Welfare for fiscal year 2025.	out-of-gate:not-divided	
H0247	1971033	house	1496008	2025-02-20	65-1	1	0	4	57	Read Third Time in Full -- PASSED 65-1-4	Relates to the maintenance appropriation to the Legislative Branch for fiscal year 2026.	APPROPRIATIONS -- LEGISLATIVE BRANCH -- Relates to the maintenance appropriation to the Legislative Branch for fiscal year 2026.	out-of-gate:not-divided	
H0247	1971033	senate	1506970	2025-03-05	33-0	1	0	4	57	Read third time in full -- PASSED 33-0-2	Relates to the maintenance appropriation to the Legislative Branch for fiscal year 2026.	APPROPRIATIONS -- LEGISLATIVE BRANCH -- Relates to the maintenance appropriation to the Legislative Branch for fiscal year 2026.	out-of-gate:not-divided	
H0248	1971203	house	1496001	2025-02-20	66-1	1	0	4	297	Read Third Time in Full -- PASSED 66-1-3	Relates to the maintenance appropriation to Natural Resources for fiscal year 2026.	APPROPRIATIONS -- NATURAL RESOURCES -- Relates to the maintenance appropriation to Natural Resources for fiscal year 2026.	out-of-gate:not-divided	
H0248	1971203	senate	1536660	2025-04-03	33-0	1	0	4	297	Read third time in full -- PASSED 33-0-2	Relates to the maintenance appropriation to Natural Resources for fiscal year 2026.	APPROPRIATIONS -- NATURAL RESOURCES -- Relates to the maintenance appropriation to Natural Resources for fiscal year 2026.	out-of-gate:not-divided	
H0249	1971097	house	1495448	2025-02-20	66-2	1	0	4	196	Read Third Time in Full -- PASSED 66-2-2	Relates to the maintenance appropriations to the executive offices of the Governor, Lieutenant Governor, Attorney General, State Controller, Secretary of State,	APPROPRIATIONS -- CONSTITUTIONAL OFFICERS -- Relates to the maintenance appropriations to the executive offices of the Governor, Lieutenant Governor, Attorney General, State Controller, Secretary of State, and State Trea	out-of-gate:not-divided	
H0249	1971097	senate	1522926	2025-03-20	35-0	1	0	4	196	Read third time in full -- PASSED 35-0-0	Relates to the maintenance appropriations to the executive offices of the Governor, Lieutenant Governor, Attorney General, State Controller, Secretary of State,	APPROPRIATIONS -- CONSTITUTIONAL OFFICERS -- Relates to the maintenance appropriations to the executive offices of the Governor, Lieutenant Governor, Attorney General, State Controller, Secretary of State, and State Trea	out-of-gate:not-divided	
H0251	1971474	house	1496133	2025-02-20	65-2	1	0	4	43	Read Third Time in Full -- PASSED 65-2-3	Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2026.	out-of-gate:not-divided	
H0251	1971474	senate	1506908	2025-03-05	31-1	1	0	4	43	Read third time in full -- PASSED 31-1-3 -Engelking	Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2026.	APPROPRIATIONS -- PUBLIC SCHOOLS -- Relates to the appropriation to the Public Schools Educational Support Program for fiscal year 2026.	out-of-gate:not-divided	
H0253	1971149	house	1536751	2025-04-03	45-24	2	1	4	298		Amends existing law to provide additional time to respond to requests for public records from nonresidents and to allow a different fee schedule to fulfill nonr	PUBLIC RECORDS -- Amends existing law to provide additional time to respond to requests for public records from nonresidents and to allow a different fee schedule to fulfill nonresident requests.	batched:batch-01	imported in batch-01
H0253	1971149	senate	1532841	2025-04-01	25-9	1	1	4	298	Read third time as amended in the Senate -- PASSED 25-9-1	Amends existing law to provide additional time to respond to requests for public records from nonresidents and to allow a different fee schedule to fulfill nonr	PUBLIC RECORDS -- Amends existing law to provide additional time to respond to requests for public records from nonresidents and to allow a different fee schedule to fulfill nonresident requests.	batched:batch-01	imported in batch-01
